2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,2,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,1,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,3,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,580,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,7,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,2,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,11,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,145,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,54,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,359,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,2,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,99,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,110,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,60,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H24,Total assets,Financial position,414,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H25,Current assets,Financial position,273,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,C,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,C,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,C,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H29,Other assets,Financial position,C,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,414,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,C,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,178,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,C,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,"226,000",ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,"21,500",ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Percentage,H36,Current ratio,Financial ratios,154,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Percentage,H37,Quick ratio,Financial ratios,92,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,21,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Percentage,H39,Return on equity,Financial ratios,C,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Percentage,H40,Return on total assets,Financial ratios,14,ANZSIC06 group C259
2016,Level 4,CC912,Other Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,C,ANZSIC06 group C259
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H01,Total income,Financial performance,"17,662",ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H04,Sales of goods and services,Financial performance,"17,166",ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,91,ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H08,Total expenditure,Financial performance,"15,663",ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H09,Interest and donations,Financial performance,"1,124",ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H10,Indirect taxes,Financial performance,83,ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H11,Depreciation,Financial performance,"1,945",ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H12,Salaries and wages paid,Financial performance,"1,323",ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H13,Redundancy and severance,Financial performance,6,ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"10,404",ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H20,Non-operating expenses,Financial performance,784,ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H21,Opening stocks,Financial performance,404,ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H22,Closing stocks,Financial performance,357,ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H23,Surplus before income tax,Financial performance,"1,952",ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H24,Total assets,Financial position,"66,003",ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H25,Current assets,Financial position,"4,249",ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H26,Fixed tangible assets,Financial position,"53,723",ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H27,Additions to fixed assets,Financial position,"2,741",ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H28,Disposals of fixed assets,Financial position,471,ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H29,Other assets,Financial position,"8,031",ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H30,Total equity and liabilities,Financial position,"66,003",ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"33,741",ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H32,Current liabilities,Financial position,"7,313",ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars (millions),H33,Other liabilities,Financial position,"24,949",ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars,H34,Total income per employee count,Financial ratios,"1,086,400",ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Dollars,H35,Surplus per employee count,Financial ratios,"120,100",ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Percentage,H36,Current ratio,Financial ratios,58,ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Percentage,H37,Quick ratio,Financial ratios,53,ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Percentage,H39,Return on equity,Financial ratios,6,ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 division D
2016,Level 1,DD,"Electricity, Gas, Water and Waste Services",Percentage,H41,Liabilities structure,Financial ratios,51,ANZSIC06 division D
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H01,Total income,Financial performance,"15,374","ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H04,Sales of goods and services,Financial performance,"14,958","ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,73,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H07,Non-operating income,Financial performance,343,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H08,Total expenditure,Financial performance,"13,571","ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H09,Interest and donations,Financial performance,"1,020","ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H10,Indirect taxes,Financial performance,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H11,Depreciation,Financial performance,"1,597","ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H12,Salaries and wages paid,Financial performance,913,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H13,Redundancy and severance,Financial performance,5,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"9,354","ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H20,Non-operating expenses,Financial performance,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H21,Opening stocks,Financial performance,385,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H22,Closing stocks,Financial performance,334,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H23,Surplus before income tax,Financial performance,"1,752","ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H24,Total assets,Financial position,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H25,Current assets,Financial position,"3,700","ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H26,Fixed tangible assets,Financial position,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H27,Additions to fixed assets,Financial position,"2,112","ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H28,Disposals of fixed assets,Financial position,374,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H29,Other assets,Financial position,"7,519","ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H30,Total equity and liabilities,Financial position,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H32,Current liabilities,Financial position,"6,385","ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars (millions),H33,Other liabilities,Financial position,"21,821","ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars,H34,Total income per employee count,Financial ratios,"1,547,400","ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Dollars,H35,Surplus per employee count,Financial ratios,"176,300","ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Percentage,H36,Current ratio,Financial ratios,58,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Percentage,H37,Quick ratio,Financial ratios,53,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Percentage,H39,Return on equity,Financial ratios,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Percentage,H40,Return on total assets,Financial ratios,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD11,Electricity and Gas Supply,Percentage,H41,Liabilities structure,Financial ratios,C,"ANZSIC06 groups D261, D262, D263, D264, and D270"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H01,Total income,Financial performance,"2,289","ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H04,Sales of goods and services,Financial performance,"2,208","ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,18,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H07,Non-operating income,Financial performance,C,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H08,Total expenditure,Financial performance,"2,092","ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H09,Interest and donations,Financial performance,105,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H10,Indirect taxes,Financial performance,C,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H11,Depreciation,Financial performance,348,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H12,Salaries and wages paid,Financial performance,409,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H13,Redundancy and severance,Financial performance,0,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"1,050","ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H20,Non-operating expenses,Financial performance,C,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H21,Opening stocks,Financial performance,19,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H22,Closing stocks,Financial performance,23,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H23,Surplus before income tax,Financial performance,201,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H24,Total assets,Financial position,C,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H25,Current assets,Financial position,548,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H26,Fixed tangible assets,Financial position,C,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H27,Additions to fixed assets,Financial position,630,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H28,Disposals of fixed assets,Financial position,97,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H29,Other assets,Financial position,512,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H30,Total equity and liabilities,Financial position,C,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,C,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H32,Current liabilities,Financial position,928,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars (millions),H33,Other liabilities,Financial position,"3,128","ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars,H34,Total income per employee count,Financial ratios,"362,000","ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Dollars,H35,Surplus per employee count,Financial ratios,"31,800","ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Percentage,H36,Current ratio,Financial ratios,59,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Percentage,H37,Quick ratio,Financial ratios,57,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Percentage,H39,Return on equity,Financial ratios,C,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Percentage,H40,Return on total assets,Financial ratios,C,"ANZSIC06 groups D281, D291, and D292"
2016,Level 3,DD12,"Water, Sewerage, Drainage and Waste Services",Percentage,H41,Liabilities structure,Financial ratios,C,"ANZSIC06 groups D281, D291, and D292"
2016,Level 1,EE,Construction,Dollars (millions),H01,Total income,Financial performance,"49,861",ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H04,Sales of goods and services,Financial performance,"49,319",ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,253,ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,3,ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H07,Non-operating income,Financial performance,286,ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H08,Total expenditure,Financial performance,"46,876",ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H09,Interest and donations,Financial performance,571,ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H10,Indirect taxes,Financial performance,204,ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H11,Depreciation,Financial performance,895,ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H12,Salaries and wages paid,Financial performance,"9,993",ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H13,Redundancy and severance,Financial performance,20,ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"34,901",ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H20,Non-operating expenses,Financial performance,312,ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H21,Opening stocks,Financial performance,"5,194",ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H22,Closing stocks,Financial performance,"6,078",ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H23,Surplus before income tax,Financial performance,"3,869",ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H24,Total assets,Financial position,"31,744",ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H25,Current assets,Financial position,"19,303",ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H26,Fixed tangible assets,Financial position,"7,722",ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H27,Additions to fixed assets,Financial position,"2,079",ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H28,Disposals of fixed assets,Financial position,906,ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H29,Other assets,Financial position,"4,719",ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H30,Total equity and liabilities,Financial position,"31,744",ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"10,042",ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H32,Current liabilities,Financial position,"14,739",ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars (millions),H33,Other liabilities,Financial position,"6,963",ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars,H34,Total income per employee count,Financial ratios,"347,300",ANZSIC06 division E
2016,Level 1,EE,Construction,Dollars,H35,Surplus per employee count,Financial ratios,"26,900",ANZSIC06 division E
2016,Level 1,EE,Construction,Percentage,H36,Current ratio,Financial ratios,131,ANZSIC06 division E
2016,Level 1,EE,Construction,Percentage,H37,Quick ratio,Financial ratios,90,ANZSIC06 division E
2016,Level 1,EE,Construction,Percentage,H39,Return on equity,Financial ratios,39,ANZSIC06 division E
2016,Level 1,EE,Construction,Percentage,H40,Return on total assets,Financial ratios,12,ANZSIC06 division E
2016,Level 1,EE,Construction,Percentage,H41,Liabilities structure,Financial ratios,32,ANZSIC06 division E
2016,Level 3,EE11,Building Construction,Dollars (millions),H01,Total income,Financial performance,"19,668",ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H04,Sales of goods and services,Financial performance,"19,399",ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,85,ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H07,Non-operating income,Financial performance,184,ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H08,Total expenditure,Financial performance,"18,664",ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H09,Interest and donations,Financial performance,155,ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H10,Indirect taxes,Financial performance,44,ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H11,Depreciation,Financial performance,160,ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H12,Salaries and wages paid,Financial performance,"2,490",ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H13,Redundancy and severance,Financial performance,5,ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"15,736",ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H20,Non-operating expenses,Financial performance,78,ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H21,Opening stocks,Financial performance,"2,103",ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H22,Closing stocks,Financial performance,"2,508",ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H23,Surplus before income tax,Financial performance,"1,410",ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H24,Total assets,Financial position,"9,953",ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H25,Current assets,Financial position,"7,141",ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H26,Fixed tangible assets,Financial position,"1,853",ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H27,Additions to fixed assets,Financial position,582,ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H28,Disposals of fixed assets,Financial position,193,ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H29,Other assets,Financial position,959,ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H30,Total equity and liabilities,Financial position,"9,952",ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"2,375",ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H32,Current liabilities,Financial position,"5,658",ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars (millions),H33,Other liabilities,Financial position,"1,919",ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars,H34,Total income per employee count,Financial ratios,"599,800",ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Dollars,H35,Surplus per employee count,Financial ratios,"43,000",ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Percentage,H36,Current ratio,Financial ratios,126,ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Percentage,H37,Quick ratio,Financial ratios,82,ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Percentage,H39,Return on equity,Financial ratios,59,ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Percentage,H40,Return on total assets,Financial ratios,14,ANZSIC06 groups E301 and E302
2016,Level 3,EE11,Building Construction,Percentage,H41,Liabilities structure,Financial ratios,24,ANZSIC06 groups E301 and E302
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H01,Total income,Financial performance,"12,454",ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H04,Sales of goods and services,Financial performance,"12,401",ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H08,Total expenditure,Financial performance,"11,923",ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H09,Interest and donations,Financial performance,121,ANZSIC06 group E301
2016,Level 4,EE112,Residential Building Construction,Dollars (millions),H10,Indirect taxes,Financial performance,29,ANZSIC06 group E301
